Letter,Title,Description
C,Calamaretti,"Calamaretti, proprietà principali
I calamaretti (Alloteuthis media) sono dei molluschi, un prodotto da pesca ampiamente diffuso e ..."
C,Calamari,"Calamari, proprietà principali
Il calamaro è un mollusco molto comune sui fondali sabbiosi del Mar Mediterraneo e nell’oceano Atlantico ..."
C,Calvados,"Calvados, caratteristiche principali
Il Calvados è un distillato, in particolare un’acquavite, che ha origine dal sidro di mele. La sua ..."
C,Camommo in polvere,"Camomo in polvere, proprietà principali
Il camomo in polvere è una spezia conosciuta anche come pepe garofanato o pepe di Giamaica, che ..."
C,Camoscio,"Il camoscio è un animale appartenente alla famiglia dei bovidi che ha un aspetto molto simile alla capra, ma di cui differisce per ..."
C,Campari,"Il Campari, conosciuto anche come Bitter Campari o Campari Bitter, è una bevanda alcolica famosa in tutto il mondo. Si tratta di un ..."
C,Candele,"Tra i formati di pasta tipici della tradizione meridionale troviamo le candele, diffuse in origine soprattutto nel napoletano, ma oggi ..."
C,Canederli,"Hanno la forma di grandi gnocchi di pane e sono diffusissimi nella cucina Europea, stiamo parlando dei canederli, anche conosciuti con ..."
C,Canestrato,"Canestrato, proprietà principali
Il canestrato di Moliterno IGP è un formaggio a pasta dura prodotto da latte di pecora (70%) e di ..."
C,Canestrelli,"Canestrelli, proprietà principali
Comunemente conosciuto come canestrello, pettine o queen scalop, il Chlamys opercularis è un mollusco ..."
C,Canguro,"La carne di canguro in Italia è ancora poco conosciuta, si tratta infatti di un ingrediente alla base della cucina australiana. La ..."
C,Cannarozzetti,"I cannarozzetti sono un formato di pasta tipico abruzzese, ma ampiamente diffusa in tutta Italia. L’Abruzzo, terra di sapori genuini e ..."
C,Cannella in polvere,La cannella in polvere altro non è che un’altra forma della classica spezia che spesso vediamo sotto forma di stecche. Viene largamente ...
C,Cannella in stecche,Aroma inconfondibile e sapore straordinario caratterizzano in maniera univoca questo versatile e dolcissimo ingrediente. Stiamo ...
C,Cannelloni,I cannelloni sono un formato di pasta con una forma cilindrica. Questo prodotto è un ingrediente fondamentale per preparare i ...
C,Cannolicchi,"Cannolicchi, proprietà principali
Il Solen marginatus, conosciuto comunemente come cannolicchio o cappalunga, è un mollusco bivalve ..."
C,Cannolo,
C,Canocchie,"Canocchie, proprietà principali
Le canocchie (Squilla Mantis) – conosciute anche come cannocchie, panocchie, pannocchie o cicale di ..."
C,Capelli d'angelo,Con il termine capelli d’angelo ci riferiamo a un particolare formato di pasta lunga tipico della tradizione nostrana caratterizzato da ...
C,Capellini all'uovo,"I capellini all’uovo sono un tipo di pasta dalla forma inconfondibile e dal sapore unico, per questo molto apprezzata per la ..."
C,Capesante,"Capesante, proprietà principali
Il Pecten jacobaeus, volgarmente noto come capasanta, cappasanta, coquille Saint Jacques, conchiglia di ..."
C,Capitone,"Portato in tavola durante la vigilia di Natale, come la tradizione campana vuole, il capitone è uno degli alimenti più amati della ..."
C,Capocollo,"Capocollo, proprietà principali
Per produrre il capocollo si utilizza la parte superiore del lombo di suini di almeno 8 mesi e con un ..."
C,Capperi,"Capperi, proprietà principali
Il cappero è una pianta arbustiva rampicante diffusa in tutto il bacino del Mediterraneo. Cresce in ..."
C,Cappone,"Il cappone è un pollo maschio, castrato in giovane età per raggiungere maggiore peso e dare morbidezza della carne, utilizzato a scopo ..."
C,Capra,"Capra, proprietà principali
La capra è un animale le cui carni sono poco utilizzate nei Paesi occidentali, ma che presentano ..."
C,Capretto,"Il capretto appartiene alla famiglia dei Bovidi, nella sottofamiglia dei Caprini. Si tratta del piccolo della capra che viene macellato ..."
C,Capriolo,"Caratterizzata da un aroma selvatico, ma delicato, la carne di capriolo è particolarmente apprezzata dagli amanti della selvaggina. ..."
C,Carambola (starfruit),La carambola è tra i frutti esotici più stravaganti che la natura ci ha regalato. Origina dall’albero dell’Averrhoa carambola il quale ...
C,Caramelle,"Le caramelle non sono altro che un prodotto dolciario, caratterizzato da un’elevata quantità di zucchero e di altri componenti. Sapere ..."
C,Caramello,"Il caramello non è altro che un preparato dolce. Contiene un unico ingrediente, lo zucchero (oppure i suoi sostituti): un concentrato ..."
C,Carciofi,"Carciofi, proprietà principali
Il carciofo fiorisce ogni due anni da una pianta erbacea della famiglia del cardo selvatico ma non ..."
C,Carciofi romaneschi,"I carciofi romaneschi, conosciuti anche con il nome di “mammola”, provengono dal Lazio e si caratterizzano per il loro prelibato gusto ..."
C,Carciofi sardi,"I carciofi sardi sono un orgoglio per tutta la Sardegna, ma ormai vengono esportati in tutta Italia e nel mondo. Le loro peculiarità ..."
C,Carciofi violetti (morellini),"I carciofi violetti, chiamati anche morellini, rientrano tra i prodotti agroalimentari più utilizzati e apprezzati in cucina. Fanno ..."
C,Carciofini sott'olio,"I carciofini sott’olio sono un modo veloce e gustoso per mangiare i carciofini. Si tratta di una conserva a base di verdure, tipica ..."
C,Cardamomo,"Cardamomo, proprietà principali
Il cardamomo è una spezia originaria dell’India. È il frutto di una pianta appartenente alla famiglia ..."
C,Cardamomo in polvere,"Il cardamomo in polvere è un ingrediente molto diffuso e apprezzato in cucina, ottenuto dalla lavorazione dell’omonima spezia ..."
C,Cardi,"I cardi sono una verdura invernale, appartenete alla famiglia dei carciofi, dal nome scientifico Cynara cardunculus altilis. Coltivati ..."
C,Carne di manzo in scatola,La carne di manzo in scatola è un’alternativa pratica e veloce alla preparazione di un secondo da zero. La si può mangiare da sola o ...
C,Carne mista,"La carne è un alimento che piace non a tutti, spesso messo in discussione per le proprietà nutrizionali. È infatti considerata ..."
C,Carne secca,"Alimento dalle origini antichissime, la carne secca è, come suggerisce lo stesso nome, salata ed essiccata: questa vera e propria ..."
C,Carote,"Carote, proprietà principali
La carota è un ortaggio con forma a fittone che cresce sotto terra – di per sé è una radice – e si ..."
C,Carote baby,"Caratterizzate da un aspetto piccolo e da un sapore delizioso, le carote baby sono da sempre considerate l’ingrediente salutare, ..."
C,Carote gialle,"Carote gialle, proprietà principali
Le carote gialle sono una varietà delle classiche carote arancioni che si trovano nelle cucine di ..."
C,Carpa,"Carpa, proprietà principali
La carpa è un pesce d’acqua dolce originario dell’Asia centrale ma oggi allevata in diverse parti del ..."
C,Carpaccio di manzo,Il carpaccio di manzo è una vera e propria prelibatezza a base di carne di manzo cruda e tagliata in fettine sottili. Il suo nome ...
C,Carpaccio di vitello,Il carpaccio di vitello è un piatto a base di carne cruda che viene solitamente condito con verdure e un’emulsione per esaltarne il ...
C,Carrè di maiale,"Carrè di maiale, proprietà principali
Con il termine carrè si intende un insieme di costole, con la relativa carne, di animali quali ..."
C,Carrè di maiale affumicato,"Il carrè di maiale è un insieme di costole, con relativa carne, che forma l’omonimo taglio e parte dalla quarta costola dell’animale ..."
C,Carrè di vitello,È uno dei tagli più pregiati che si possano acquistare in macelleria e usarlo in cucina significa dare vita a piatti succulenti e di ...
C,Carré d'agnello,"È un piatto tipico della tradizione pasquale, ma può essere portato in tavola per fare un figurone con i vostri ospiti: si tratta del ..."
C,Caserecce,Con il termine caserecce si fa riferimento a uno speciale formato di pasta corta ispirato all’arte antica della pasta fatta a mano. In ...
C,Caserecce integrali,"La cucina siciliana è ricca di specialità gastronomiche d’alto livello, rinomate in tutto il mondo. Anche nella sua longeva tradizione ..."
C,Castagne,"Castagne, proprietà principali
Le castagne sono i semi del castagno – un albero più longevo dell’ulivo -, racchiusi fino al ..."
C,Castagne cotte,"La stagione autunnale porta con sé tante prelibatezze: tra queste spiccano le castagne, che possono essere gustate in molti modi ..."
C,Castagne d'acqua,La castagna d’acqua è un ingrediente originario della Cina e poco diffuso in Europa che sta prendendo piede con la diffusione capillare ...
C,Castellane,"La pasta è un’eccellenza tutta italiana, molto apprezzata anche all’estero. Si possono realizzare tantissimi primi piatti gustosi, ..."
C,Castelmagno,"Il Castelmagno è un formaggio semigrasso o grasso, a pasta semidura, con una breve o media stagionatura. Si tratta di un formaggio ..."
C,Castrato,Con il termine castrato si indica generalmente la carne del maschio della pecora che è stato sottoposto a castrazione e che viene ...
C,Catalogna,"Catalogna, proprietà principali
La catalogna – conosciuta anche come “cicoria asparago” perché cresce eretta – è una verdura dal gusto ..."
C,Cavallo,"Cavallo, proprietà principali
Venduta in macellerie specifiche ma reperibile anche nei grandi supermercati, la carne di cavallo ..."
C,Cavatelli,"Cavatelli, caratteristiche principali
Tipici della tradizione italiana, i cavatelli sono un formato di pasta fatta a mano ..."
C,Caviale nero,"Caviale nero, proprietà principali
A differenza del caviale rosso che deriva dalle uova di lompo, il caviale nero è un prodotto che si ..."
C,Caviale rosso,"Caviale rosso, caratteristiche principali
Il caviale rosso si ottiene dalle uova di pesci che fanno parte della famiglia delle ..."
C,Cavolfiore,"Cavolfiore, proprietà principali
Il cavolfiore è un ortaggio costituito da un’infiorescenza bianca dalla forma rotonda e compatta, ..."
C,Cavolini di Bruxelles,"Cavolini di Bruxelles, proprietà principali
I cavolini di Bruxelles sono i germogli del cavolo di Bruxelles, pianta con caratteristiche ..."
C,Cavolo cappuccio rosso,"Ortaggio dal caratteristico colore violaceo, il cavolo cappuccio rosso è una varietà unica e viene usato per la preparazione di ..."
C,Cavolo cinese (pak choi),"Il Cavolo cinese o pak choi è un alimento coltivato in Olanda e, come il nome stesso suggerisce, molto diffuso sulle tavole asiatiche e ..."
C,Cavolo nero,"Cavolo nero, proprietà principali
Il cavolo nero è una verdura crucifera, tipica della tradizione gastronomica toscana ma diffusa anche ..."
C,Cavolo rapa,"Cavolo rapa, caratteristiche principali
Il cavolo rapa (Brassica oleracea var. gongyloides) è una crucifera che si differenzia molto ..."
C,Cavolo verza,"Cavolo verza, proprietà principali
Il cavolo verza, conosciuto anche come verzotto, cavolo sabaudo o cavolo lombardo, è una cultivar di ..."
C,Ceci,"Ceci, proprietà principali
I ceci sono piccoli semi, tondeggianti e color crema, di una leguminosa coltivata da millenni nel bacino del ..."
C,Cedri,"I cedri, nome scientifico citrus medica, sono degli agrumi poco conosciuti, ma con moltissime proprietà. Hanno molto in comune con ..."
C,Cedro candito,Il cedro candito viene preparato tramite la canditura delle bucce di cedro senza la parte bianca. Questo agrume è molto antico e la sua ...
C,Cefalo,"Il cefalo, conosciuto anche con il nome di muggine, è un pesce d’acqua salmastra diffuso in tutte le acque tropicali e calde. Poiché ..."
C,Cenere di legna,"Cenere di legna, caratteristiche principali
L’impiego della cenere di legna ha radici antichissime. Le sue proprietà sono però state ..."
C,Centrifugato di carota,"Centrifugato di carota, proprietà principali
Il centrifugato di carota è una bevanda ottenuta esclusivamente dal succo di carota, un ..."
C,Centrifugato di sedano,"Centrifugato di sedano, proprietà principali
Conosciuto con il nome botanico di Apium graveolens, il sedano non manca mai in cucina: è ..."
C,Ceppe,"Le ceppe sono un tipo di pasta di grano duro che si presta a molti usi in cucina: grazie alla loro conformazione, infatti, trattengono ..."
C,Cerfoglio,"Il cerfoglio è un erba aromatica molto simile al prezzemolo, ma ancora più delicato di questo al palato. Questo ingrediente è molto ..."
C,Cernia,"Cernia, proprietà principali
Con il termine cernia si identificano molte specie di pesci di mare appartenenti alla famiglia dei ..."
C,Cervella di vitello,"Cervella di vitello, caratteristiche principali
Le cervella di vitello derivano dagli scarti di macellazione e rappresentano un ..."
C,Cervo,Il cervo è un mammifero artiodattilo appartenente alla famiglia dei Cervidi dai quali si ricava una prelibata carne che si usa in ...
C,Cetrioli,"Cetriolo, proprietà principali
Il cetriolo è il frutto di una pianta erbacea annuale originaria dell’India. Si tratta di una ..."
C,Cetrioli sott'aceto,I cetrioli sott’aceto sono una conserva facilissima da preparare in casa e molto amata per la freschezza che riesce a conferire a ogni ...
